Entry,Line,Message,Byte_Count,Decimals
117,234,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
118,236,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
119,238,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
120,240,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
121,242,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
122,244,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=13003, Current=112)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,203,50,112,0"
123,246,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,0,0"
124,248,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
125,250,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
126,252,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
127,254,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
128,256,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
129,258,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
130,260,"Dock_DockInfo(fuelLevel=70, tankLevel=0, tankLevelL=0, engineSpeed=0, voltage=12.949000358581543, majorV=3, minorV=2, patchV=2)",32,"1,1,145,245,255,255,2,0,1,0,0,255,255,255,255,255,70,0,0,0,0,0,255,255,27,47,79,65,3,2,2,255"
131,262,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
132,264,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
133,266,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
134,268,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
135,270,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
136,272,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=4)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,4,0"
137,274,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
138,276,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
139,278,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=5)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,5,0"
140,280,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
141,282,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
142,284,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
143,286,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=4)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,4,0"
144,288,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
145,290,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
146,292,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
147,294,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
148,296,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
149,298,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
150,300,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,3,0"
151,302,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
152,304,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
153,306,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
154,308,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
155,310,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
156,312,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
157,314,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,2,0"
158,316,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
159,318,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
160,320,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
161,322,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
162,324,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
163,326,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
164,328,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,3,0"
165,330,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
166,332,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
167,334,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
168,336,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
169,338,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
170,340,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
171,342,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,3,0"
172,344,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
173,346,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
174,348,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
175,350,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
176,352,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
177,354,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
178,356,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,3,0"
179,358,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
180,360,"Dock_Errors(category=4, status=255, code=2, payload=0)",32,"1,1,145,245,255,255,4,0,1,0,0,255,255,255,255,255,4,255,2,0,255,255,255,255,0,0,0,0,0,0,0,0"
181,362,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
182,364,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
183,366,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
184,368,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,2,0"
185,370,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
186,372,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
187,374,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
188,376,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
189,378,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
190,380,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
191,382,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
192,384,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
193,386,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
194,388,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
195,390,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
196,392,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
197,394,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
198,396,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
199,398,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
200,400,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,3,0"
201,402,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
202,404,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
203,406,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
204,408,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
205,410,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
206,412,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
207,414,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=1)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,1,0"
208,416,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
209,418,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
210,420,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
211,422,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
212,424,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
213,426,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
214,428,"Dock_DockConnectionStatus(readyToDock=1, readyToFill=0, fillFinished=0, acceptedID=0)",24,"1,1,145,245,255,255,1,0,1,0,0,255,255,255,255,255,1,0,0,255,0,0,255,255"
215,430,"Dock_FillMsg1(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=1, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=317.413330078125)",48,"1,1,145,245,255,255,1,16,1,0,0,255,255,255,255,255,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,180,158,67,0,0,0,0"
216,432,"Dock_FillMsg2(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=2, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=310.49749755859375)",48,"1,1,145,245,255,255,2,16,1,0,0,255,255,255,255,255,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,63,155,67,0,0,0,0"
217,434,"Dock_FillMsg3(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=3, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=296.4638977050781)",48,"1,1,145,245,255,255,3,16,1,0,0,255,255,255,255,255,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,59,148,67,0,0,0,0"
218,436,"Dock_FillMsg4(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=4, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,4,16,1,0,0,255,255,255,255,255,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
219,438,"Dock_FillMsg5(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=5, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,5,16,1,0,0,255,255,255,255,255,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
220,440,"Dock_FillMsg6(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=6, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,6,16,1,0,0,255,255,255,255,255,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
221,442,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
222,444,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
223,446,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
224,448,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
225,450,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
226,452,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,3,0"
227,454,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
228,456,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
229,458,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
230,460,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
231,462,"Dock_FillMsg7(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=7, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,7,16,1,0,0,255,255,255,255,255,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
232,464,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
233,466,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
234,468,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
235,470,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
236,472,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
237,474,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
